Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-29,180.97767344243331,182.50291379737206,178.67992935977915,181.49269104003906,42130400,0.0,0
2020-06-01,180.78949373471966,181.24508913284293,179.71986388470566,181.07672119140625,22622400,0.0,0
2020-06-02,182.483090128766,183.22589782264157,179.61090642409826,183.1367645263672,30794600,0.0,0
2020-06-03,183.04764356993266,184.1568982982444,181.8195293261145,183.58245849609375,27311000,0.0,0
2020-06-04,182.53263418347274,184.0578595035382,180.5518134437985,181.16586303710938,28761800,0.0,0
2020-06-05,180.86871954308273,185.92971665167192,180.26456867097266,185.40480041503906,39893600,0.0,0
2020-06-08,184.15688936256717,186.74186079058578,182.67127394675097,186.55368041992188,33211600,0.0,0
2020-06-09,186.1971472496435,188.87125219297033,185.4642381444509,187.97988891601562,29783900,0.0,0
2020-06-10,189.2971276456764,196.6162592421071,189.17826813183936,194.95236206054688,43872300,0.0,0
2020-06-11,191.27794951556766,193.88271837494645,184.28565508978883,184.48373413085938,52854700,0.0,0
2020-06-12,188.712757510066,189.88144943335226,183.40415810271682,185.9396209716797,43373600,0.0,0
2020-06-15,182.8099235506229,188.99008887646843,182.24538246095977,187.12811279296875,32770200,0.0,0
2020-06-16,191.04025819817574,193.70446454679967,189.62397860427672,191.7137451171875,42556700,0.0,0
2020-06-17,193.15970625180762,194.43734391349582,191.83256016851016,192.37728881835938,25687800,0.0,0
2020-06-18,192.13960345803696,194.60573061301054,192.13960345803696,194.43736267089844,23061600,0.0,0
2020-06-19,196.68557831110607,197.378862500239,192.50604562631088,193.278564453125,44441100,0.0,0
2020-06-22,193.91243118105265,198.83477171288413,193.35780381619205,198.6466064453125,32818900,0.0,0
2020-06-23,200.152006217199,201.99416990898624,199.49833181729934,199.97373962402344,30917400,0.0,0
2020-06-24,199.6667321199453,201.30090314849045,194.67505550509225,195.94277954101562,36740600,0.0,0
2020-06-25,195.90315725203467,198.6862077328528,193.59549947617913,198.41879272460938,27803900,0.0,0
2020-06-26,197.8146237204083,197.97309297836208,193.01114334930884,194.44723510742188,54675800,0.0,0
2020-06-29,193.90252285796703,196.62615112022135,191.6939121713373,196.53701782226562,26701600,0.0,0
2020-06-30,195.98239565459178,202.43985995118794,195.84373881662714,201.5583953857422,34310300,0.0,0
2020-07-01,201.19194661157007,204.37117030626138,199.83508934415127,202.7369842529297,32061200,0.0,0
2020-07-02,203.7075731803534,206.0251446532623,203.03410146362611,204.28201293945312,29315800,0.0,0
2020-07-06,206.82738096833805,209.10532763904249,206.09447191929667,208.679443359375,31897600,0.0,0
2020-07-07,208.43182916350727,212.6113615287166,205.99542846907232,206.2529296875,33600700,0.0,0
2020-07-08,208.0555049168413,211.21490116960257,206.68873382781987,210.78903198242188,33600000,0.0,0
2020-07-09,214.2554592268659,214.30498276371438,209.44206462694848,212.26473999023438,33121700,0.0,0
2020-07-10,211.57144814109705,212.027043538682,209.05581257280213,211.6209716796875,26177600,0.0,0
2020-07-13,212.42318754717257,213.73053633951574,204.519717933111,205.08425903320312,38135600,0.0,0
2020-07-14,204.15326259944078,206.84717959515763,200.09257467006245,206.3519744873047,37591800,0.0,0
2020-07-15,207.55036491147388,209.30339524609877,203.06380778871616,206.04493713378906,32179400,0.0,0
2020-07-16,203.43026526170485,203.7273913678973,200.36990112658427,201.96446228027344,29940700,0.0,0
2020-07-17,202.5091970058505,203.07372302326505,199.45873144190605,200.9344482421875,31635300,0.0,0
2020-07-20,203.0341170937517,210.26411550543628,201.06319510196496,209.57083129882812,36884800,0.0,0
2020-07-21,211.61107197028477,211.88838565006495,206.0350570492424,206.74815368652344,37990400,0.0,0
2020-07-22,207.19381131303038,210.26408898535735,206.39158146710542,209.7193603515625,49605700,0.0,0
2020-07-23,205.20310352928482,208.89732955574786,200.21142737191536,200.59768676757812,67457000,0.0,0
2020-07-24,198.49803248004503,200.91463605399264,195.6159348514864,199.36959838867188,39827000,0.0,0
2020-07-27,199.53796029942492,202.0139859991622,198.93380942419057,201.8951416015625,30160900,0.0,0
2020-07-28,201.65745146227854,202.73699511408023,199.8053889484112,200.08270263671875,23251400,0.0,0
2020-07-29,200.55808128090678,202.68745733347254,200.0727748042347,202.10311889648438,19632600,0.0,0
